Reference,Date,Debit,Credit,Description,Balance
REF-20240404-174371,04/04/2024,,94.12,SETTLEMENT BATCH 0404,283280.27
REF-20240314-141701,14/03/2024,,13.69,PAYMENT SETTLEMENT TXN20240313039200,283293.96
REF-20240315-743331,15/03/2024,,154.62,MERCHANT CREDIT CUST4370,283448.58
REF-20240312-309995,12/03/2024,,780.79,PAYMENT SETTLEMENT TXN20240311000255,284229.37
REF-20240321-185097,21/03/2024,,52.32,PAYMENT SETTLEMENT TXN20240320040696,284281.69
REF-20240307-178253,07/03/2024,,124.80,CARD SETTLEMENT NET TXN20240306023229,284406.49
REF-20240320-317168,20/03/2024,837.67,,REFUND PROCESSED 17AH,283568.82
REF-20240312-930008,12/03/2024,,65.86,PAYMENT SETTLEMENT TXN20240310001837,283634.68
REF-20240312-597899,12/03/2024,,27.56,PAYMENT SETTLEMENT TXN20240311026447,283662.24
REF-20240313-612793,13/03/2024,,108.05,CARD SETTLEMENT NET TXN20240312017875,283770.29
REF-20240311-281954,11/03/2024,,61.30,CARD SETTLEMENT NET TXN20240308040297,283831.59
REF-20240305-829448,05/03/2024,,17.26,PAYMENT SETTLEMENT TXN20240304021388,283848.85
REF-20240319-848540,19/03/2024,,127.96,PAYMENT SETTLEMENT TXN20240318041178,283976.81
REF-20240320-620733,20/03/2024,,175.91,SETTLEMENT BATCH 0320,284152.72
REF-20240327-229666,27/03/2024,,18.20,CARD SETTLEMENT NET TXN20240326003046,284170.92
REF-20240313-584117,13/03/2024,,136.97,SETTLEMENT BATCH 0313,284307.89
REF-20240321-666817,21/03/2024,,142.70,CARD SETTLEMENT NET TXN20240320037368,284450.59
REF-20240306-252886,06/03/2024,,142.80,MERCHANT CREDIT CUST5663,284593.39
REF-20240314-725109,14/03/2024,,102.74,CARD SETTLEMENT NET TXN20240313034228,284696.13
REF-20240322-758629,22/03/2024,,92.00,PAYMENT SETTLEMENT TXN20240321001282,284788.13
REF-20240307-371589,07/03/2024,64.34,,RETURNED PAYMENT ORIG REF-20240305-639957 RSN AM05 DUPLICATION,284723.79
REF-20240403-989411,03/04/2024,,32.79,PAYMENT SETTLEMENT TXN20240329030093,284756.58
REF-20240305-321159,05/03/2024,,155.34,PAYMENT SETTLEMENT TXN20240303049748,284911.92
REF-20240405-608266,05/04/2024,143.22,,RETURNED PAYMENT ORIG REF-20240403-457384 RSN AC04 ACCOUNT CLOSED,284768.70
REF-20240308-747488,08/03/2024,,37.02,PAYMENT SETTLEMENT TXN20240307023835,284805.72
REF-20240327-658344,27/03/2024,,33.20,PAYMENT SETTLEMENT TXN20240326018437,284838.92
REF-20240312-866117,12/03/2024,,235.13,PAYMENT SETTLEMENT TXN20240310047050,285074.05
REF-20240313-848945,13/03/2024,,286.29,PAYMENT SETTLEMENT TXN20240312007583,285360.34
REF-20240319-840526,19/03/2024,,107.88,PAYMENT SETTLEMENT TXN20240318047634,285468.22
REF-20240314-710754,14/03/2024,,79.03,PAYMENT SETTLEMENT TXN20240313013232,285547.25
REF-20240319-881882,19/03/2024,,37.94,PAYMENT SETTLEMENT TXN20240317011167,285585.19
REF-20240305-111664,05/03/2024,,24.66,PAYMENT SETTLEMENT TXN20240303007178,285609.85
REF-20240305-571171,05/03/2024,,40.26,PAYMENT SETTLEMENT TXN20240304049426,285650.11
REF-20240318-938355,18/03/2024,67.82,,REVERSAL OF REF-20240314-133010,285582.29
REF-20240311-552735,11/03/2024,,55.88,CARD SETTLEMENT NET TXN20240308046241,285638.17
REF-20240313-479926,13/03/2024,,1123.65,PAYMENT SETTLEMENT TXN20240312039691,286761.82
REF-20240328-280215,28/03/2024,,72.48,MERCHANT CREDIT CUST4393,286834.30
REF-20240327-974760,27/03/2024,,490.37,SETTLEMENT BATCH 0327,287324.67
REF-20240326-455508,26/03/2024,,124.09,PAYMENT SETTLEMENT TXN20240324021289,287448.76
REF-20240325-842437,25/03/2024,,118.20,PAYMENT SETTLEMENT TXN20240322026251,287566.96
REF-20240326-180324,26/03/2024,,19.35,CARD SETTLEMENT NET TXN20240325009690,287586.31
REF-20240403-858393,03/04/2024,,49.27,CARD SETTLEMENT NET TXN20240329009455,287635.58
REF-20240305-213681,05/03/2024,,40.41,PAYMENT SETTLEMENT TXN20240303026732,287675.99
REF-20240327-793237,27/03/2024,98.91,,REVERSAL OF REF-20240325-109543,287577.08
REF-20240306-305365,06/03/2024,,377.16,PAYMENT SETTLEMENT TXN20240305033809,287954.24
REF-20240319-438752,19/03/2024,,70.29,PAYMENT SETTLEMENT TXN20240318040451,288024.53
REF-20240322-722531,22/03/2024,,51.35,CARD SETTLEMENT NET TXN20240321002175,288075.88
REF-20240328-604554,28/03/2024,,52.52,PAYMENT SETTLEMENT TXN20240327009086,288128.40
REF-20240315-410128,15/03/2024,,61.73,PAYMENT SETTLEMENT TXN20240314024583,288190.13
REF-20240319-461317,19/03/2024,,160.13,PAYMENT SETTLEMENT TXN20240317005156,288350.26
REF-20240403-199638,03/04/2024,62.96,,REVERSAL OF REF-20240328-211601,288287.30
REF-20240308-294042,08/03/2024,,45.64,CARD SETTLEMENT NET TXN20240307042614,288332.94
REF-20240321-362441,21/03/2024,,14.23,PAYMENT SETTLEMENT TXN20240320004358,288347.17
REF-20240326-315255,26/03/2024,,110.49,PAYMENT SETTLEMENT TXN20240325007313,288457.66
REF-20240311-282426,11/03/2024,,90.60,PAYMENT SETTLEMENT TXN20240308032958,288548.26
REF-20240403-786715,03/04/2024,,91.19,PAYMENT SETTLEMENT TXN20240331000270,288639.45
REF-20240311-384822,11/03/2024,,20.97,PAYMENT SETTLEMENT TXN20240308036288,288660.42
REF-20240312-331447,12/03/2024,,85.32,PAYMENT SETTLEMENT TXN20240309037337,288745.74
REF-20240313-509420,13/03/2024,,25.26,PAYMENT SETTLEMENT TXN20240312048441,288771.00
REF-20240305-209426,05/03/2024,,32.79,PAYMENT SETTLEMENT TXN20240304045620,288803.79
REF-20240322-220327,22/03/2024,,10.83,MERCHANT CREDIT CUST1710,288814.62
REF-20240319-504948,19/03/2024,,40.58,MERCHANT CREDIT CUST2618,288855.20
REF-20240327-134241,27/03/2024,,24.78,PAYMENT SETTLEMENT TXN20240326019948,288879.98
REF-20240305-573132,05/03/2024,,177.16,PAYMENT SETTLEMENT TXN20240302042262,289057.14
REF-20240328-164516,28/03/2024,,40.33,SETTLEMENT BATCH 0328,289097.47
REF-20240312-552544,12/03/2024,,53.90,CARD SETTLEMENT NET TXN20240310020215,289151.37
REF-20240313-870695,13/03/2024,,107.88,SETTLEMENT BATCH 0313,289259.25
REF-20240312-238745,12/03/2024,,265.54,CARD SETTLEMENT NET TXN20240309033648,289524.79
REF-20240319-663192,19/03/2024,,76.44,PAYMENT SETTLEMENT TXN20240317018330,289601.23
REF-20240311-922972,11/03/2024,,286.08,MERCHANT CREDIT CUST2188,289887.31
REF-20240313-148783,13/03/2024,,124.62,PAYMENT SETTLEMENT TXN20240312033425,290011.93
REF-20240404-191455,04/04/2024,,169.48,SETTLEMENT BATCH 0404,290181.41
REF-20240312-647869,12/03/2024,,169.55,CARD SETTLEMENT NET TXN20240311048500,290350.96
REF-20240327-924551,27/03/2024,,101.40,PAYMENT SETTLEMENT TXN20240326014695,290452.36
REF-20240319-848264,19/03/2024,,24.62,PAYMENT SETTLEMENT TXN20240317041077,290476.98
REF-20240306-197772,06/03/2024,,189.30,MERCHANT CREDIT CUST3059,290666.28
REF-20240326-648508,26/03/2024,,200.78,MERCHANT CREDIT CUST8580,290867.06
REF-20240312-519101,12/03/2024,,92.83,PAYMENT SETTLEMENT TXN20240310020477,290959.89
REF-20240306-931136,06/03/2024,,28.13,PAYMENT SETTLEMENT TXN20240305023790,290988.02
REF-20240321-554842,21/03/2024,,75.43,PAYMENT SETTLEMENT TXN20240320030237,291063.45
REF-20240319-784961,19/03/2024,,20.98,CARD SETTLEMENT NET TXN20240316032224,291084.43
REF-20240405-695744,05/04/2024,85.17,,RETURNED PAYMENT ORIG REF-20240403-784853 RSN BE01 NAME MISMATCH,290999.26
REF-20240305-169413,05/03/2024,,176.04,MERCHANT CREDIT CUST1651,291175.30
REF-20240328-494129,28/03/2024,,451.41,SETTLEMENT BATCH 0328,291626.71
REF-20240305-330030,05/03/2024,,43.64,PAYMENT SETTLEMENT TXN20240304012148,291670.35
REF-20240312-509643,12/03/2024,,30.60,CARD SETTLEMENT NET TXN20240311035616,291700.95
REF-20240326-687638,26/03/2024,,573.97,PAYMENT SETTLEMENT TXN20240325019316,292274.92
REF-20240319-114612,19/03/2024,,46.89,PAYMENT SETTLEMENT TXN20240317047120,292321.81
REF-20240315-655213,15/03/2024,,23.58,CARD SETTLEMENT NET TXN20240314041408,292345.39
REF-20240314-767574,14/03/2024,,242.02,PAYMENT SETTLEMENT TXN20240313006280,292587.41
REF-20240305-137035,05/03/2024,,36.44,PAYMENT SETTLEMENT TXN20240303013541,292623.85
REF-20240321-557587,21/03/2024,,90.77,PAYMENT SETTLEMENT TXN20240320046124,292714.62
REF-20240312-199368,12/03/2024,,26.94,PAYMENT SETTLEMENT TXN20240309045108,292741.56
REF-20240326-673509,26/03/2024,,14.20,PAYMENT SETTLEMENT TXN20240323021559,292755.76
REF-20240322-514564,22/03/2024,,94.95,SETTLEMENT BATCH 0322,292850.71
REF-20240313-265413,13/03/2024,,327.29,PAYMENT SETTLEMENT TXN20240312025019,293178.00
REF-20240327-811639,27/03/2024,,36.10,CARD SETTLEMENT NET TXN20240326013035,293214.10
REF-20240314-557764,14/03/2024,,15.38,PAYMENT SETTLEMENT TXN20240313021847,293229.48
REF-20240307-888942,07/03/2024,,343.86,CARD SETTLEMENT NET TXN20240306049675,293573.34
REF-20240315-816487,15/03/2024,,18.89,PAYMENT SETTLEMENT TXN20240314001770,293592.23
REF-20240307-214363,07/03/2024,,175.33,PAYMENT SETTLEMENT TXN20240306026191,293767.56
REF-20240312-850914,12/03/2024,,96.51,PAYMENT SETTLEMENT TXN20240311038867,293864.07
REF-20240403-313554,03/04/2024,,33.35,PAYMENT SETTLEMENT TXN20240329044182,293897.42
REF-20240305-648681,05/03/2024,,209.51,PAYMENT SETTLEMENT TXN20240302009358,294106.93
REF-20240403-315920,03/04/2024,,40.54,CARD SETTLEMENT NET TXN20240329013662,294147.47
REF-20240311-471455,11/03/2024,,43.15,CARD SETTLEMENT NET TXN20240308012407,294190.62
REF-20240403-767962,03/04/2024,,60.72,PAYMENT SETTLEMENT TXN20240329010681,294251.34
REF-20240312-919795,12/03/2024,,60.86,PAYMENT SETTLEMENT TXN20240310001279,294312.20
REF-20240318-833749,18/03/2024,,47.22,PAYMENT SETTLEMENT TXN20240315018716,294359.42
REF-20240312-702155,12/03/2024,,37.31,PAYMENT SETTLEMENT TXN20240310036287,294396.73
REF-20240307-342213,07/03/2024,,85.73,PAYMENT SETTLEMENT TXN20240306042708,294482.46
REF-20240315-179435,15/03/2024,,369.20,PAYMENT SETTLEMENT TXN20240314020921,294851.66
REF-20240319-535959,19/03/2024,,127.80,PAYMENT SETTLEMENT TXN20240316035830,294979.46
REF-20240321-927433,21/03/2024,,18.81,MERCHANT CREDIT CUST7745,294998.27
REF-20240321-122055,21/03/2024,,47.06,PAYMENT SETTLEMENT TXN20240320026407,295045.33
REF-20240308-955530,08/03/2024,,29.58,PAYMENT SETTLEMENT TXN20240307023988,295074.91
REF-20240326-687070,26/03/2024,,65.75,SETTLEMENT BATCH 0326,295140.66
REF-20240311-758007,11/03/2024,,16.75,CARD SETTLEMENT NET TXN20240308025501,295157.41
REF-20240308-281746,08/03/2024,,41.63,PAYMENT SETTLEMENT TXN20240307037025,295199.04
REF-20240312-641254,12/03/2024,,106.16,PAYMENT SETTLEMENT TXN20240310048562,295305.20
REF-20240325-118952,25/03/2024,,23.92,PAYMENT SETTLEMENT TXN20240322033182,295329.12
REF-20240313-154122,13/03/2024,,19.00,CARD SETTLEMENT NET TXN20240312021131,295348.12
REF-20240325-379708,25/03/2024,,8.29,CARD SETTLEMENT NET TXN20240322045611,295356.41
REF-20240321-825850,21/03/2024,,44.91,PAYMENT SETTLEMENT TXN20240320027503,295401.32
REF-20240313-775413,13/03/2024,,82.37,PAYMENT SETTLEMENT TXN20240312039726,295483.69
REF-20240321-264845,21/03/2024,,155.77,PAYMENT SETTLEMENT TXN20240320043929,295639.46
REF-20240403-493896,03/04/2024,,89.38,PAYMENT SETTLEMENT TXN20240331014165,295728.84
REF-20240326-398300,26/03/2024,,101.64,PAYMENT SETTLEMENT TXN20240323019220,295830.48
REF-20240307-687794,07/03/2024,,54.49,PAYMENT SETTLEMENT TXN20240306012295,295884.97
REF-20240308-266030,08/03/2024,,55.72,PAYMENT SETTLEMENT TXN20240307045249,295940.69
REF-20240312-956714,12/03/2024,,24.36,PAYMENT SETTLEMENT TXN20240309040569,295965.05
REF-20240327-599429,27/03/2024,,55.00,PAYMENT SETTLEMENT TXN20240326042766,296020.05
REF-20240313-210590,13/03/2024,,55.13,PAYMENT SETTLEMENT TXN20240312040480,296075.18
REF-20240320-887206,20/03/2024,,198.94,PAYMENT SETTLEMENT TXN20240319025248,296274.12
REF-20240305-835592,05/03/2024,,388.27,PAYMENT SETTLEMENT TXN20240304049341,296662.39
REF-20240320-916249,20/03/2024,,58.34,PAYMENT SETTLEMENT TXN20240319040665,296720.73
REF-20240326-250416,26/03/2024,90.41,,RETURNED PAYMENT ORIG REF-20240321-786198 RSN BE01 NAME MISMATCH,296630.32
REF-20240328-968742,28/03/2024,,114.41,PAYMENT SETTLEMENT TXN20240327047294,296744.73
REF-20240307-278080,07/03/2024,,492.90,MERCHANT CREDIT CUST2826,297237.63
REF-20240326-397073,26/03/2024,,84.00,PAYMENT SETTLEMENT TXN20240323024058,297321.63
REF-20240312-196310,12/03/2024,,114.43,PAYMENT SETTLEMENT TXN20240309013982,297436.06
REF-20240305-264969,05/03/2024,,84.83,PAYMENT SETTLEMENT TXN20240303002142,297520.89
REF-20240320-539479,20/03/2024,,99.71,PAYMENT SETTLEMENT TXN20240319003887,297620.60
REF-20240315-371028,15/03/2024,,164.40,PAYMENT SETTLEMENT TXN20240314009346,297785.00
REF-20240322-826037,22/03/2024,,37.76,PAYMENT SETTLEMENT TXN20240321006472,297822.76
REF-20240403-747206,03/04/2024,,75.14,CARD SETTLEMENT NET TXN20240330008875,297897.90
REF-20240312-303420,12/03/2024,,128.93,PAYMENT SETTLEMENT TXN20240309025328,298026.83
REF-20240316-944737,16/03/2024,,705.86,MANUAL ADJUSTMENT 62VC,298732.69
REF-20240311-543056,11/03/2024,,25.18,SETTLEMENT BATCH 0311,298757.87
REF-20240312-322082,12/03/2024,,102.61,PAYMENT SETTLEMENT TXN20240311004441,298860.48
REF-20240322-698409,22/03/2024,,39.26,PAYMENT SETTLEMENT TXN20240321024205,298899.74
REF-20240308-517811,08/03/2024,,53.67,CARD SETTLEMENT NET TXN20240307040217,298953.41
REF-20240312-440236,12/03/2024,,92.87,PAYMENT SETTLEMENT TXN20240310046546,299046.28
REF-20240308-763706,08/03/2024,,133.70,SETTLEMENT BATCH 0308,299179.98
REF-20240326-562693,26/03/2024,,11.99,PAYMENT SETTLEMENT TXN20240325019331,299191.97
REF-20240403-390793,03/04/2024,,112.31,MERCHANT CREDIT CUST2451,299304.28
REF-20240318-810452,18/03/2024,,119.63,PAYMENT SETTLEMENT TXN20240315008827,299423.91
REF-20240319-636729,19/03/2024,,28.41,PAYMENT SETTLEMENT TXN20240317021949,299452.32
REF-20240326-732377,26/03/2024,,31.07,PAYMENT SETTLEMENT TXN20240323028468,299483.39
REF-20240319-656358,19/03/2024,,56.13,CARD SETTLEMENT NET TXN20240316025201,299539.52
REF-20240307-435643,07/03/2024,,41.94,PAYMENT SETTLEMENT TXN20240306039788,299581.46
REF-20240403-263930,03/04/2024,,52.31,PAYMENT SETTLEMENT TXN20240330030288,299633.77
REF-20240326-904047,26/03/2024,,38.12,PAYMENT SETTLEMENT TXN20240325046872,299671.89
REF-20240326-338463,26/03/2024,,258.61,PAYMENT SETTLEMENT TXN20240325039845,299930.50
REF-20240314-999827,14/03/2024,,90.31,MERCHANT CREDIT CUST4937,300020.81
REF-20240326-613918,26/03/2024,,263.72,PAYMENT SETTLEMENT TXN20240324049230,300284.53
REF-20240311-971008,11/03/2024,,61.61,PAYMENT SETTLEMENT TXN20240308029147,300346.14
REF-20240305-319765,05/03/2024,,133.43,PAYMENT SETTLEMENT TXN20240302023766,300479.57
REF-20240305-571106,05/03/2024,,115.48,PAYMENT SETTLEMENT TXN20240302038798,300595.05
REF-20240305-855832,05/03/2024,,93.95,PAYMENT SETTLEMENT TXN20240304026692,300689.00
REF-20240315-259548,15/03/2024,,50.68,CARD SETTLEMENT NET TXN20240314027255,300739.68
REF-20240306-768162,06/03/2024,,27.46,PAYMENT SETTLEMENT TXN20240305032328,300767.14
REF-20240311-711903,11/03/2024,,173.03,PAYMENT SETTLEMENT TXN20240308035943,300940.17
REF-20240402-339943,02/04/2024,,119.99,PAYMENT SETTLEMENT TXN20240328013363,301060.16
REF-20240312-880374,12/03/2024,,12.32,PAYMENT SETTLEMENT TXN20240311000695,301072.48
REF-20240305-398063,05/03/2024,,20.19,PAYMENT SETTLEMENT TXN20240303041363,301092.67
REF-20240321-661730,21/03/2024,,36.83,CARD SETTLEMENT NET TXN20240320030416,301129.50
REF-20240305-608358,05/03/2024,,44.77,PAYMENT SETTLEMENT TXN20240303047560,301174.27
REF-20240319-815524,19/03/2024,,73.86,CARD SETTLEMENT NET TXN20240316004814,301248.13
REF-20240307-723604,07/03/2024,,45.16,MERCHANT CREDIT CUST3806,301293.29
REF-20240315-811580,15/03/2024,,594.29,PAYMENT SETTLEMENT TXN20240314026759,301887.58
REF-20240326-388216,26/03/2024,,130.85,CARD SETTLEMENT NET TXN20240323044422,302018.43
REF-20240403-635840,03/04/2024,,68.27,PAYMENT SETTLEMENT TXN20240331036900,302086.70
REF-20240327-184028,27/03/2024,,212.31,PAYMENT SETTLEMENT TXN20240326038213,302299.01
REF-20240304-666931,04/03/2024,,103.79,PAYMENT SETTLEMENT TXN20240301043530,302402.80
REF-20240322-143551,22/03/2024,,104.84,PAYMENT SETTLEMENT TXN20240321014715,302507.64
REF-20240304-773336,04/03/2024,,16.45,PAYMENT SETTLEMENT TXN20240301032870,302524.09
REF-20240314-972859,14/03/2024,,14.57,PAYMENT SETTLEMENT TXN20240313013275,302538.66
REF-20240403-903001,03/04/2024,,196.47,PAYMENT SETTLEMENT TXN20240330004008,302735.13
REF-20240403-750500,03/04/2024,,13.63,PAYMENT SETTLEMENT TXN20240329013880,302748.76
REF-20240318-285358,18/03/2024,,130.71,PAYMENT SETTLEMENT TXN20240315003489,302879.47
REF-20240402-111823,02/04/2024,,55.50,PAYMENT SETTLEMENT TXN20240328040064,302934.97
REF-20240327-514650,27/03/2024,,420.98,PAYMENT SETTLEMENT TXN20240326009344,303355.95
REF-20240314-214301,14/03/2024,,81.41,PAYMENT SETTLEMENT TXN20240313019735,303437.36
REF-20240321-193242,21/03/2024,,656.55,MERCHANT CREDIT CUST2051,304093.91
REF-20240404-980345,04/04/2024,,55.71,SETTLEMENT BATCH 0404,304149.62
REF-20240322-885397,22/03/2024,,251.30,PAYMENT SETTLEMENT TXN20240321003762,304400.92
REF-20240319-983477,19/03/2024,,50.66,PAYMENT SETTLEMENT TXN20240318033279,304451.58
REF-20240321-460992,21/03/2024,,19.78,PAYMENT SETTLEMENT TXN20240320042229,304471.36
REF-20240307-821016,07/03/2024,,46.61,PAYMENT SETTLEMENT TXN20240306023479,304517.97
REF-20240321-335881,21/03/2024,,19.48,MERCHANT CREDIT CUST7376,304537.45
REF-20240326-311874,26/03/2024,,300.83,MERCHANT CREDIT CUST8123,304838.28
REF-20240304-169060,04/03/2024,,21.33,PAYMENT SETTLEMENT TXN20240301016187,304859.61
REF-20240318-611514,18/03/2024,,271.41,PAYMENT SETTLEMENT TXN20240315046781,305131.02
REF-20240307-873040,07/03/2024,,38.81,CARD SETTLEMENT NET TXN20240306024683,305169.83
REF-20240320-972935,20/03/2024,,25.87,PAYMENT SETTLEMENT TXN20240319020369,305195.70
REF-20240403-937629,03/04/2024,,498.02,CARD SETTLEMENT NET TXN20240330036323,305693.72
REF-20240306-272904,06/03/2024,,13.29,PAYMENT SETTLEMENT TXN20240305021518,305707.01
REF-20240320-923665,20/03/2024,,25.70,PAYMENT SETTLEMENT TXN20240319014606,305732.71
REF-20240307-301292,07/03/2024,,46.54,MERCHANT CREDIT CUST7736,305779.25
REF-20240320-791151,20/03/2024,,168.48,CARD SETTLEMENT NET TXN20240319029444,305947.73
REF-20240322-600076,22/03/2024,,40.14,PAYMENT SETTLEMENT TXN20240321038787,305987.87
REF-20240305-189675,05/03/2024,,34.46,PAYMENT SETTLEMENT TXN20240303036163,306022.33
REF-20240322-714430,22/03/2024,,25.79,PAYMENT SETTLEMENT TXN20240321028068,306048.12
REF-20240319-766974,19/03/2024,25.49,,RETURNED PAYMENT ORIG REF-20240314-118319 RSN BE01 NAME MISMATCH,306022.63
REF-20240325-197422,25/03/2024,,34.62,PAYMENT SETTLEMENT TXN20240322040481,306057.25
REF-20240322-451106,22/03/2024,,61.14,SETTLEMENT BATCH 0322,306118.39
REF-20240306-201786,06/03/2024,,30.43,PAYMENT SETTLEMENT TXN20240305024162,306148.82
REF-20240320-223324,20/03/2024,,131.79,PAYMENT SETTLEMENT TXN20240319036480,306280.61
REF-20240319-978129,19/03/2024,,47.59,MERCHANT CREDIT CUST9833,306328.20
REF-20240326-905467,26/03/2024,,311.60,PAYMENT SETTLEMENT TXN20240323017143,306639.80
REF-20240312-797973,12/03/2024,,157.87,CARD SETTLEMENT NET TXN20240309014525,306797.67
REF-20240302-783236,02/03/2024,,577.42,MANUAL ADJUSTMENT 01HC,307375.09
REF-20240326-360802,26/03/2024,,195.82,PAYMENT SETTLEMENT TXN20240324012851,307570.91
REF-20240402-133528,02/04/2024,,108.34,PAYMENT SETTLEMENT TXN20240328016789,307679.25
REF-20240305-500112,05/03/2024,,228.10,PAYMENT SETTLEMENT TXN20240304026054,307907.35
REF-20240319-256380,19/03/2024,,81.73,PAYMENT SETTLEMENT TXN20240316018631,307989.08
REF-20240326-979953,26/03/2024,,64.74,PAYMENT SETTLEMENT TXN20240323028582,308053.82
REF-20240327-960802,27/03/2024,,53.95,PAYMENT SETTLEMENT TXN20240326021081,308107.77
REF-20240319-367245,19/03/2024,,86.30,MERCHANT CREDIT CUST9553,308194.07
REF-20240319-648710,19/03/2024,,89.22,CARD SETTLEMENT NET TXN20240316035451,308283.29
REF-20240312-437338,12/03/2024,,35.03,CARD SETTLEMENT NET TXN20240311022823,308318.32
REF-20240326-196634,26/03/2024,209.53,,RETURNED PAYMENT ORIG REF-20240321-689852 RSN AM05 DUPLICATION,308108.79
REF-20240322-389936,22/03/2024,,67.32,PAYMENT SETTLEMENT TXN20240321017551,308176.11
REF-20240325-966012,25/03/2024,,45.83,PAYMENT SETTLEMENT TXN20240322044984,308221.94
REF-20240307-450717,07/03/2024,,14.01,PAYMENT SETTLEMENT TXN20240306038949,308235.95
REF-20240325-555017,25/03/2024,,23.31,PAYMENT SETTLEMENT TXN20240322029374,308259.26
REF-20240326-837903,26/03/2024,,30.93,PAYMENT SETTLEMENT TXN20240323048467,308290.19
REF-20240314-673022,14/03/2024,123.20,,REVERSAL OF REF-20240312-237677,308166.99
REF-20240319-794405,19/03/2024,,54.23,MERCHANT CREDIT CUST4147,308221.22
REF-20240304-760558,04/03/2024,,16.24,PAYMENT SETTLEMENT TXN20240301048102,308237.46
REF-20240312-110763,12/03/2024,,86.44,CARD SETTLEMENT NET TXN20240309042931,308323.90
REF-20240306-541351,06/03/2024,,88.53,CARD SETTLEMENT NET TXN20240305011785,308412.43
REF-20240403-234708,03/04/2024,,81.53,MERCHANT CREDIT CUST9782,308493.96
REF-20240403-135855,03/04/2024,,175.47,CARD SETTLEMENT NET TXN20240331044936,308669.43
REF-20240326-157053,26/03/2024,,24.71,CARD SETTLEMENT NET TXN20240325049859,308694.14
REF-20240326-357182,26/03/2024,,316.87,PAYMENT SETTLEMENT TXN20240323011263,309011.01
REF-20240305-758229,05/03/2024,,51.91,CARD SETTLEMENT NET TXN20240304013571,309062.92
REF-20240307-250773,07/03/2024,,186.26,PAYMENT SETTLEMENT TXN20240306046227,309249.18
REF-20240326-154684,26/03/2024,,21.85,PAYMENT SETTLEMENT TXN20240323010407,309271.03
REF-20240305-678219,05/03/2024,,62.28,PAYMENT SETTLEMENT TXN20240303017337,309333.31
REF-20240315-817008,15/03/2024,,33.08,MERCHANT CREDIT CUST9052,309366.39
REF-20240318-462518,18/03/2024,,23.31,PAYMENT SETTLEMENT TXN20240315032597,309389.70
